Reviews ID,reviews,,,,,,,,,,,,,,,,
979,Very interesting place with no information stands and guides,,,,,,,,,,,,,,,,
980,It only accepts lira at the box office,,,,,,,,,,,,,,,,
981,Beautiful great experience,,,,,,,,,,,,,,,,
982,I love the amphitheater you can climb up to the very top of the seats or stand in the middle of the stage and start monologues,,,,,,,,,,,,,,,,
983,Extraordinary A real city in the hills It takes 3-4 hours to go all around The most interesting - for an hour Amphitheater is good,,,,,,,,,,,,,,,,
984,river cruise overlooking the Lycian tombs was part of our boat trip from Turunc - excursion with a local private carrier - highly recommend,,,,,,,,,,,,,,,,
985,A true miracle in an enviable environment,,,,,,,,,,,,,,,,
986,"It's a wonderful place The only downside is the lack of information about the site and structures Otherwise, it's an excellent site, especially for lovers of historical sites",,,,,,,,,,,,,,,,
987,A mighty ancient city Great impressions,,,,,,,,,,,,,,,,
988,Super apartment hotel,,,,,,,,,,,,,,,,
989,Kaunos is one of the most important cities of ancient Caria It was a port city in ancient times Dalyan is a very beautiful destination to visit with its cute delta and Kaunos,,,,,,,,,,,,,,,,
990,I'm not a big fan of archaeological sites You can see these tombs while cruising on a small boat Knowledgeable and not boring,,,,,,,,,,,,,,,,
991,Fantastic spot You can easily spend a few hours here,,,,,,,,,,,,,,,,
992,It does not matter,,,,,,,,,,,,,,,,
993,It's a nice place with nice little hotels A trip by boat to the largest reed area is definitely worth it,,,,,,,,,,,,,,,,
994,It's beautiful I took a 2 hour trip from Dalyan to Kaunos but it's so beautiful,,,,,,,,,,,,,,,,
995,Real ruins,,,,,,,,,,,,,,,,
996,Beautiful ruins to visit Hint: Climb the castle above the Colosseum,,,,,,,,,,,,,,,,
997,great place to visit Wonderful view,,,,,,,,,,,,,,,,
998,Brilliant ancient ruins,,,,,,,,,,,,,,,,
999,"A great place to visit, with an ancient history, amazing view, the city of Dalyan is nearby, everything you need to have a good time on a vacation",,,,,,,,,,,,,,,,
1000,"In May 411, after demanding Alcibiades from the ambassadors of the Athenian oligarchy, he pledged that the Persians could build as many ships as they wanted, that Asia had the Ionian coast and could roam freely, Peisandro and other Athenian envoys broke negotiations with Alcibiades and the satrap Tisafernes This situation, which seems to support the Athenian oligarchy with its use of Alcibiades, led its fleet to the ca He decides to act again in favor of the defeated Spartans in 412 In Miletus, it went south and has existed since the winter of 412 BC Stranded on the shores of the island of Rhodes, it has already exhausted its resources and maintenance Tisafernes travels to Caunos, leaves the payment money to the Peloponnesian sailors, and signs the ""Third Contract"" with the Peloponnesian leaders, near Miletus",,,,,,,,,,,,,,,,
1001,One of the most beautiful historical places to see I listened to the echoes of floyd through a bluetooth speaker in the theater a tremendous spiritual act,,,,,,,,,,,,,,,,
1002,Temples carved into the rocks Beautiful view from the riverbed Great place for walking I recommend,,,,,,,,,,,,,,,,
1003,Excellent ancient city of Thombs and its ruins,,,,,,,,,,,,,,,,
1004,Worth seeing as part of a larger trip but not alone Some nice views but not a well maintained site,,,,,,,,,,,,,,,,
1005,"Wonderful archaeological site Take the rowing boat from Dalyan, you pass the nearby King's Tomb",,,,,,,,,,,,,,,,
1006,Ruins but interesting to walk around,,,,,,,,,,,,,,,,
1007,"It's a very beautiful area, a lot of mosquitoes from 6 to 7 pm but nothing after that",,,,,,,,,,,,,,,,
1008,a very nice place,,,,,,,,,,,,,,,,
1009,"A wonderful historical, interesting place with an amazing view of the area, highly recommended to visit",,,,,,,,,,,,,,,,
1010,"A well-preserved amphitheater, ruins of baths, a beautiful place, you can see it at your leisure",,,,,,,,,,,,,,,,
1011,It's incredible when you consider how long ago these were carved But I just saw it from a boat in the river and the carved rock tombs felt very far,,,,,,,,,,,,,,,,
1012,It's a very interesting place Not good for those with mobility issues Minimum shadow I would recommend it to anyone interested in history and archeology,,,,,,,,,,,,,,,,
1013,"A magnificent amphitheater and impressive ruins with stunning views of the surroundings and the sea, swamps, river and Dalyan",,,,,,,,,,,,,,,,
1014,"One of the antqiue quotes in Turkey Next to Dalyan, a place where you can enjoy half a day, coffee, lunch by the river",,,,,,,,,,,,,,,,
1015,"What a beautiful place to ride a bike Take your bike on the ferry and have a picnic, honey",,,,,,,,,,,,,,,,
1016,Very Historic but unfortunately Turkish Government is not interested in this place,,,,,,,,,,,,,,,,
1017,It will definitely take you 2 hours to visit there,,,,,,,,,,,,,,,,
1018,The Romans surprised as always There are very few tourists,,,,,,,,,,,,,,,,
1019,"love this place, just soaking up the atmosphere, no great views to wonder all day long",,,,,,,,,,,,,,,,
1020,"Amazing place, must visit Very interesting",,,,,,,,,,,,,,,,
1021,It is beautiful and the views are incredible There is still acoustic in the theater,,,,,,,,,,,,,,,,
1022,Wonderful,,,,,,,,,,,,,,,,
1023,Very beautiful ancient Hellenistic/Roman city,,,,,,,,,,,,,,,,
1024,"If you are in Dalyan go here Although the distance is 15 kilometers, you can even go on foot, so bring a drink",,,,,,,,,,,,,,,,
1025,Nice view friendly people and along the way there are some nice fresh jams well worth trying,,,,,,,,,,,,,,,,
1026,Thermal showers and mud baths were really therapeutic and made my skin really soft This was completely natural as opposed to some artificial ones,,,,,,,,,,,,,,,,
1027,Daylan's boat tour to the ancient city of Kaunos was one of the best days of the holiday Pure nature and then the discovery of Kaunos,,,,,,,,,,,,,,,,
1028,The place is really beautiful,,,,,,,,,,,,,,,,
1029,Beautiful old town It is simply breathtaking to realize how old these walls are,,,,,,,,,,,,,,,,
1030,"The ruins are fantastic and very extensive, we plan to spend a few hours here",,,,,,,,,,,,,,,,
1031,It's a very valuable journey It's not expensive at all Nice guide,,,,,,,,,,,,,,,,
1032,A must see scene A piece of the world's most precious history lives here A must see place,,,,,,,,,,,,,,,,
1033,"One of the \""must go\"" places""",,,,,,,,,,,,,,,,
1034,Beautiful place A little history Not bad,,,,,,,,,,,,,,,,
1035,Perfect place to see,,,,,,,,,,,,,,,,
1036,"Great place, but it's a walk to get there but not too far",,,,,,,,,,,,,,,,
1037,The Greeks did a good job with it,,,,,,,,,,,,,,,,
1038,He went on a boat trip to see the rock tombs Amazing historical Lycian region,,,,,,,,,,,,,,,,
1039,Awwww i love it hereAwww i love it here,,,,,,,,,,,,,,,,
1040,Beautiful relic to visit Do it early in the morning or in the afternoon as it is very hot,,,,,,,,,,,,,,,,
1041,A great place for a picnic Open after hours,,,,,,,,,,,,,,,,
1042,Lots of rubble and some debris Not worth the visit better than going straight to turtle beach,,,,,,,,,,,,,,,,
1043,Great to wander around an existing dig site with great views,,,,,,,,,,,,,,,,
1044,good place I advise you to go on your own Keep calm and you can stop anywhere,,,,,,,,,,,,,,,,
1045,"A place full of history Don't forget the camera, because you have the picture",,,,,,,,,,,,,,,,
1046,High,,,,,,,,,,,,,,,,
1047,Fantasy Skins,,,,,,,,,,,,,,,,
1048,This is fantastic,,,,,,,,,,,,,,,,
1049,"Nice, but not a close visit The telephoto lens is useful here",,,,,,,,,,,,,,,,
1050,"one of the good castles, great view of the ancient city",,,,,,,,,,,,,,,,
1051,large facility,,,,,,,,,,,,,,,,
1052,Gorgeous view Definitely worth a look You get great photos,,,,,,,,,,,,,,,,
1053,Very interesting place to visit with a lot of history,,,,,,,,,,,,,,,,
1054,"I like it very much, I recommend it",,,,,,,,,,,,,,,,
1055,worth visiting,,,,,,,,,,,,,,,,
1056,Great historical landmark and beautiful view of Dalyan Delta,,,,,,,,,,,,,,,,
1057,It was very nice and a great guide,,,,,,,,,,,,,,,,
1058,Views are amazing fun trop across in the row boat,,,,,,,,,,,,,,,,
1059,"A wonderful monument, it should be protected by UNESCO",,,,,,,,,,,,,,,,
